id,price
0,1350.0
1,6634.0
2,1746.0
3,4182.5
4,1714.0
5,11055.0
6,701.0
7,790.5
8,605.0
9,13392.0
10,422.0
11,1134.0
12,1215.0
13,1616.0
14,1439.5
15,3353.5
16,1305.0
17,1041.5
18,2906.5
19,1766.5
20,5418.5
21,6280.0
22,3295.5
23,14939.0
24,743.0
25,4879.5
26,1175.5
27,9967.0
28,478.5
29,900.0
30,6563.5
31,578.5
32,630.0
33,885.5
34,1724.0
35,12695.0
36,888.5
37,444.5
38,981.5
39,2242.5
40,3750.5
41,6112.0
42,6664.0
43,2575.0
44,8072.5
45,6205.5
46,4757.0
47,2394.0
48,2798.0
49,4087.0
50,667.0
51,5364.0
52,839.5
53,11077.0
54,676.0
55,9358.0
56,521.5
57,612.0
58,905.5
59,2391.0
60,815.0
61,1011.5
62,448.5
63,4902.5
64,3631.5
65,742.0
66,505.0
67,939.0
68,744.0
69,663.0
70,1930.5
71,11259.5
72,632.0
73,1574.0
74,3853.0
75,1684.0
76,758.0
77,8663.0
78,2876.5
79,2431.0
80,974.0
81,2897.5
82,8756.5
83,720.0
84,718.5
85,1066.0
86,2105.5
87,1288.0
88,2948.0
89,6239.0
90,1326.5
91,1727.0
92,800.0
93,5205.5
94,1244.5
95,515.0
96,748.5
97,10135.5
98,610.5
99,5497.5
100,6632.5
101,8382.0
102,4585.5
103,10852.5
104,12616.5
105,516.0
106,475.0
107,590.5
108,5180.0
109,2121.5
110,4074.5
111,6066.5
112,4060.0
113,703.0
114,7882.5
115,1832.0
116,1438.0
117,1037.0
118,1285.5
119,1627.0
120,1784.5
121,1917.5
122,11401.0
123,14260.0
124,8141.0
125,739.0
126,720.0
127,1107.0
128,2970.0
129,789.0
130,4326.5
131,2463.5
132,10545.5
133,710.0
134,2495.0
135,950.5
136,7858.0
137,13163.5
138,1309.5
139,3761.5
140,2160.0
141,4304.5
142,1693.0
143,11096.0
144,3437.5
145,1491.0
146,876.0
147,1884.5
148,2368.0
149,1770.5
150,6006.0
151,4383.0
152,2741.5
153,1328.5
154,1151.0
155,737.5
156,1718.5
157,1612.5
158,1179.0
159,2336.0
160,1837.0
161,2367.5
162,1527.0
163,775.5
164,714.5
165,4472.0
166,602.0
167,1157.5
168,15287.5
169,2456.5
170,3249.5
171,1425.0
172,652.5
173,2268.0
174,8658.0
175,3869.0
176,3986.0
177,4605.0
178,4764.0
179,1256.0
180,13543.5
181,672.5
182,9150.5
183,1607.0
184,1056.5
185,7384.0
186,905.0
187,2566.0
188,1868.0
189,703.0
190,4361.0
191,665.5
192,2631.0
193,10748.5
194,2312.0
195,1115.5
196,12743.0
197,742.5
198,1009.5
199,789.0
200,4604.0
201,2568.0
202,777.5
203,926.0
204,5106.5
205,1554.0
206,15102.5
207,13237.0
208,4203.0
209,716.0
210,5753.5
211,2165.5
212,3525.5
213,2797.0
214,881.0
215,6202.5
216,1903.0
217,807.0
218,4701.5
219,765.0
220,1803.5
221,1622.5
222,1248.0
223,15313.0
224,1963.5
225,1439.0
226,2959.0
227,4389.5
228,710.5
229,5891.5
230,7612.5
231,3586.5
232,998.5
233,617.0
234,1466.5
235,1673.5
236,2382.5
237,780.0
238,803.5
239,9726.5
240,1262.5
241,4383.5
242,8057.5
243,8696.0
244,789.0
245,2591.0
246,11457.0
247,4308.0
248,411.5
249,1069.0
250,2506.5
251,663.0
252,829.0
253,2970.0
254,14074.5
255,8488.5
256,14632.0
257,824.5
258,6629.0
259,530.0
260,754.0
261,8635.0
262,10432.5
263,2090.5
264,820.5
265,1941.5
266,907.5
267,517.0
268,753.5
269,3631.5
270,1584.0
271,2090.5
272,3987.0
273,3877.0
274,984.0
275,441.5
276,976.0
277,627.0
278,3547.0
279,4174.0
280,992.5
281,603.0
282,2411.5
283,993.0
284,642.5
285,15489.0
286,485.0
287,9336.5
288,12767.0
289,709.5
290,776.0
291,984.5
292,978.0
293,2533.5
294,5711.0
295,922.0
296,7510.0
297,3923.5
298,3194.5
299,1634.5
300,1028.5
301,579.0
302,478.5
303,2949.5
304,4441.0
305,14159.5
306,4391.0
307,4646.0
308,746.0
309,6408.0
310,1263.0
311,658.0
312,3718.5
313,2161.0
314,4579.5
315,1968.5
316,5713.0
317,12941.0
318,12257.5
319,1134.0
320,13046.0
321,6535.0
322,9532.0
323,790.5
324,698.0
325,15777.0
326,988.0
327,1063.0
328,2795.5
329,829.0
330,2333.0
331,1493.0
332,881.0
333,844.0
334,2218.0
335,728.0
336,713.0
337,936.0
338,2743.5
339,3987.0
340,6752.5
341,12034.0
342,830.0
343,2227.5
344,1644.0
345,3582.0
346,2105.0
347,1058.5
348,10424.5
349,10683.5
350,7539.5
351,2518.0
352,1148.0
353,2364.5
354,988.0
355,2865.0
356,799.0
357,3499.0
358,2688.0
359,2540.0
360,744.0
361,784.0
362,1898.5
363,809.5
364,754.0
365,4139.5
366,491.0
367,1113.0
368,1918.5
369,2559.0
370,936.5
371,2807.5
372,449.0
373,1125.5
374,706.5
375,4558.5
376,787.5
377,592.0
378,5435.5
379,3925.5
380,789.0
381,1826.0
382,13333.5
383,464.0
384,1184.5
385,969.0
386,6585.5
387,602.0
388,5904.5
389,7411.0
390,887.0
391,14293.0
392,10067.0
393,3946.0
394,1956.0
395,1620.0
396,5012.5
397,2401.5
398,2207.0
399,1896.5
400,1763.5
401,1774.0
402,2857.0
403,803.0
404,724.5
405,2139.0
406,658.0
407,957.0
408,615.0
409,7310.5
410,6735.0
411,1099.0
412,951.0
413,1670.5
414,15792.5
415,4146.5
416,1008.0
417,1302.0
418,886.0
419,4963.5
420,783.0
421,578.0
422,5355.5
423,8475.5
424,2377.0
